domain,domain_link,domain_group,crawled_by,requires_www,status_code,page_crawl_error,logo_found,logo_is_image,image_group,final_groups,logo_scrape_error,logo_link,logo_src,logo_image_type,logo_image_type.1,selected,logo_file_name,id
mazdaofmidland.com,https://mazdaofmidland.com,domain_group_62,,True,200.0,,True,,group_1076,,,https://mazdaofmidland.com/static/assets/images/logos/dealer-dot-com/logo-one-color-white.svg,/static/assets/images/logos/dealer-dot-com/logo-one-color-white.svg,svg,,,logos\mazdaofmidland_com.svg,mazdaofmidland_com
mazda-wroclaw-jaremko.pl,https://mazda-wroclaw-jaremko.pl,domain_group_62,,True,200.0,,True,,,,"Other error: HTTPSConnectionPool(host='www.uploads.mazdalh.eu', port=443): Max retries exceeded with url: /uploads/sites/125498/master-content-logonormal.png?lm=63040f445170d13cd9befb1d4652d492 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001DF7DF4A870>: Failed to resolve 'www.uploads.mazdalh.eu' ([Errno 11001] getaddrinfo failed)""))",https://uploads.mazdalh.eu/uploads/sites/125498/master-content-logonormal.png?lm=63040f445170d13cd9befb1d4652d492,//uploads.mazdalh.eu/uploads/sites/125498/master-content-logonormal.png?lm=63040f445170d13cd9befb1d4652d492,,,,,mazda-wroclaw-jaremko_pl
mazdaofnewrochelle.com,https://mazdaofnewrochelle.com,domain_group_62,,,904.0,"HTTPSConnectionPool(host='www.mazdaofnewrochelle.com', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1000)')))",,,,,,,,,,,,mazdaofnewrochelle_com
mazda-lodz-matsuoka.pl,https://mazda-lodz-matsuoka.pl,domain_group_62,,,904.0,"HTTPSConnectionPool(host='www.mazda-lodz-matsuoka.pl', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1000)')))",False,,,,,,,,,,,mazda-lodz-matsuoka_pl
mazdanorkar.com,https://mazdanorkar.com,domain_group_62,,,200.0,,True,True,group_1090,,,https://www.mazdanorkar.com/wp-content/themes/dt-the7-mazda/imagenes/cta-whatsapp/logo-perfil.png,https://www.mazdanorkar.com/wp-content/themes/dt-the7-mazda/imagenes/cta-whatsapp/logo-perfil.png,png,,,logos\mazdanorkar_com.png,mazdanorkar_com
mazdaofbedford.com,https://mazdaofbedford.com,domain_group_62,,,904.0,"HTTPSConnectionPool(host='www.mazdaofbedford.com', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1000)')))",,,,,,,,,,,,mazdaofbedford_com
mazdaofmilford.com,https://mazdaofmilford.com,domain_group_62,,,200.0,,True,True,group_362,,,https://mazdaofmilford.com/static/dealer-23722/logo.png,/static/dealer-23722/logo.png,png,,,logos\mazdaofmilford_com.png,mazdaofmilford_com
mazdavardi.com.co,https://mazdavardi.com.co,domain_group_62,,,200.0,,False,,,,,,,,,,,mazdavardi_com_co
mazdaoflodi.com,https://mazdaoflodi.com,domain_group_62,,,200.0,,True,True,group_237,,,https://mazdaoflodi.com/static/dealer-26843/logo.png,/static/dealer-26843/logo.png,png,,,logos\mazdaoflodi_com.png,mazdaoflodi_com
kapanfastigheter.se,https://kapanfastigheter.se,domain_group_63,,True,200.0,,False,,,,,,,,,,,kapanfastigheter_se
rheine.schule,https://rheine.schule,domain_group_64,,,200.0,,False,True,group_76,,,,,jpg,,,logos\rheine_schule.jpg,rheine_schule
rjelinek.cl,https://rjelinek.cl,domain_group_64,,,200.0,,False,True,group_155,,,,,jpg,,,logos\rjelinek_cl.jpg,rjelinek_cl
ford.pl.ua,https://ford.pl.ua,domain_group_65,,,200.0,,True,True,group_1256,,,https://ford.pl.ua/build/website/img/ford_logo.e264b95b.svg,/build/website/img/ford_logo.e264b95b.svg,svg,,,logos\ford_pl_ua.svg,ford_pl_ua
ford.vn.ua,https://ford.vn.ua,domain_group_65,,,200.0,,True,True,group_1256,,,https://ford.vn.ua/build/website/img/ford_logo.e264b95b.svg,/build/website/img/ford_logo.e264b95b.svg,svg,,,logos\ford_vn_ua.svg,ford_vn_ua
ford.if.ua,https://ford.if.ua,domain_group_65,,,200.0,,True,True,group_1256,,,https://ford.if.ua/build/website/img/ford_logo.e264b95b.svg,/build/website/img/ford_logo.e264b95b.svg,svg,,,logos\ford_if_ua.svg,ford_if_ua
ford.dn.ua,https://ford.dn.ua,domain_group_65,,,,,False,True,group_1007,,,,,svg,,,logos\ford_dn_ua.svg,ford_dn_ua
fordmediacenter.nl,https://fordmediacenter.nl,domain_group_65,,,200.0,,False,,,,,,,,,,,fordmediacenter_nl
ford.te.ua,https://ford.te.ua,domain_group_65,,,200.0,,False,,group_1256,,,https://ford.te.ua/build/website/img/ford_logo.e264b95b.svg,/build/website/img/ford_logo.e264b95b.svg,svg,,,logos\ford_te_ua.svg,ford_te_ua
ford.lviv.ua,https://ford.lviv.ua,domain_group_65,,,200.0,,True,True,group_1256,,,https://ford.lviv.ua/build/website/img/ford_logo.e264b95b.svg,/build/website/img/ford_logo.e264b95b.svg,svg,,,logos\ford_lviv_ua.svg,ford_lviv_ua
forpsi.pl,https://forpsi.pl,domain_group_65,,,904.0,"HTTPSConnectionPool(host='www.forpsi.pl', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1000)')))",False,,,,,,,,,,,forpsi_pl
yord.pl,https://yord.pl,domain_group_65,,,200.0,,True,True,group_1107,,,https://yord.pl/templates/ja_resume/images/yord/logo.png,/templates/ja_resume/images/yord/logo.png,png,,,logos\yord_pl.png,yord_pl
ford.cl,https://ford.cl,domain_group_65,,,403.0,,,,,,,,,,,,,ford_cl
bioderma.co.za,https://bioderma.co.za,domain_group_66,,,200.0,,False,,,,,,,,,,,bioderma_co_za
bioderma-sk.com,https://bioderma-sk.com,domain_group_66,,,200.0,,True,True,group_261,,,https://bioderma-sk.com/sites/sk/files/styles/mobile_homepage_slider/public/Hero%20Banner%20LIMITED%20EDITION%201800x800-Logo%20centered.jpg?h=1926dcfa&amp;itok=Zo5DkPav,/sites/sk/files/styles/mobile_homepage_slider/public/Hero%20Banner%20LIMITED%20EDITION%201800x800-Logo%20centered.jpg?h=1926dcfa&amp;itok=Zo5DkPav,jpg,,,logos\bioderma-sk_com.jpg,bioderma-sk_com
bioderma.it,https://bioderma.it,domain_group_66,,,200.0,,False,,,,,,,,,,,bioderma_it
bioderma.com.hr,https://bioderma.com.hr,domain_group_66,,,200.0,,False,,,,,,,,,,,bioderma_com_hr
bioderma.ec,https://bioderma.ec,domain_group_66,,,200.0,,True,True,group_821,,,https://bioderma.ec/sites/ec/files/styles/large/public/2025-03/Logo-MyNaos.png?itok=hudmtfx4,/sites/ec/files/styles/large/public/2025-03/Logo-MyNaos.png?itok=hudmtfx4,png,,,logos\bioderma_ec.png,bioderma_ec
bioderma-india.in,https://bioderma-india.in,domain_group_66,,,200.0,,False,,,,,,,,,,,bioderma-india_in
bioderma.pl,https://bioderma.pl,domain_group_66,,,200.0,,True,True,group_506,,,https://bioderma.pl/sites/pl/files/styles/large/public/2023-10/NAOS_logo_%C3%A9toile_-_blanc.png?itok=jpD2bgBV,/sites/pl/files/styles/large/public/2023-10/NAOS_logo_%C3%A9toile_-_blanc.png?itok=jpD2bgBV,png,,,logos\bioderma_pl.png,bioderma_pl
bioderma.sg,https://bioderma.sg,domain_group_66,,,200.0,,False,,,,,,,,,,,bioderma_sg
ambiderm.com.gt,https://ambiderm.com.gt,domain_group_66,,,200.0,,True,,,,,https://ambiderm.com.gt/images/logo-blue.svg,https://ambiderm.com.gt/images/logo-blue.svg,,,,,ambiderm_com_gt
bioderma.com,https://bioderma.com,domain_group_66,,,200.0,,False,,,,,,,,,,,bioderma_com
kalyanmachines.com,https://kalyanmachines.com,domain_group_67,,True,200.0,,False,,,,,,,,,,,kalyanmachines_com
kia-suedmobile-radolfzell.de,https://kia-suedmobile-radolfzell.de,domain_group_68,,,904.0,"HTTPSConnectionPool(host='www.kia-suedmobile-radolfzell.de', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1000)')))",,True,group_1228,,,,,png,,,logos\kia-suedmobile-radolfzell_de.png,kia-suedmobile-radolfzell_de
worldvision.ca,https://worldvision.ca,domain_group_69,,,200.0,,False,,,,,,,,,,,worldvision_ca
worldvision.bo,https://worldvision.bo,domain_group_69,,True,904.0,"HTTPSConnectionPool(host='www.worldvision.bo', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1000)')))",False,,,,,,,,,,,worldvision_bo
worldvision.org.nz,https://worldvision.org.nz,domain_group_69,,,200.0,,True,True,group_674,,,https://worldvision.org.nz/dist/assets/images/svg/ic-logo-sm.svg,/dist/assets/images/svg/ic-logo-sm.svg,svg,,,logos\worldvision_org_nz.svg,worldvision_org_nz
worldvision.org.sv,https://worldvision.org.sv,domain_group_69,,,904.0,"HTTPSConnectionPool(host='www.worldvision.org.sv', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1000)')))",False,,,,,,,,,,,worldvision_org_sv
worldvision.cl,https://worldvision.cl,domain_group_69,,,903.0,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",False,,,,,,,,,,,worldvision_cl
worldvision.al,https://worldvision.al,domain_group_69,,,200.0,,False,True,group_241,,,,,png,,,logos\worldvision_al.png,worldvision_al
worldoptionsgh.com.au,https://worldoptionsgh.com.au,domain_group_69,,,200.0,,False,True,group_750,,,,,png,,,logos\worldoptionsgh_com_au.png,worldoptionsgh_com_au
worldvision.org.uk,https://worldvision.org.uk,domain_group_69,,,200.0,,True,True,group_60,,,https://worldvision.org.uk/media/wmsbk5pz/wv-logo.svg,/media/wmsbk5pz/wv-logo.svg,svg,,,logos\worldvision_org_uk.svg,worldvision_org_uk
worldvisionmexico.org.mx,https://worldvisionmexico.org.mx,domain_group_69,,,903.0,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",False,,,,,,,,,,,worldvisionmexico_org_mx
worldvision.co,https://worldvision.co,domain_group_69,,,200.0,,False,True,group_241,,,,,png,,,logos\worldvision_co.png,worldvision_co
worldvisionamericalatina.org,https://worldvisionamericalatina.org,domain_group_69,,,200.0,,True,True,group_139,,,https://home.worldvisionamericalatina.org/wp-content/uploads/2022/06/wv-logo_®_dark_rgb-1024x270.png,https://home.worldvisionamericalatina.org/wp-content/uploads/2022/06/wv-logo_®_dark_rgb-1024x270.png,png,,,logos\worldvisionamericalatina_org.png,worldvisionamericalatina_org
worldvision.com.au,https://worldvision.com.au,domain_group_69,,,403.0,,,,,,,,,,,,,worldvision_com_au
cdviberica.com,https://cdviberica.com,domain_group_70,,True,200.0,,True,,,,"Other error: HTTPSConnectionPool(host='www.cdviberica.com', port=443): Max retries exceeded with url: /wp-content/uploads/sites/11/2021/10/logo.svg (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1000)')))",https://www.cdviberica.com/wp-content/uploads/sites/11/2021/10/logo.svg,https://www.cdviberica.com/wp-content/uploads/sites/11/2021/10/logo.svg,,,,,cdviberica_com
cdvi.ch,https://cdvi.ch,domain_group_70,,,200.0,,True,True,group_701,,,https://www.cdvi.ch/wp-content/uploads/sites/8/2021/10/logo.svg,,svg,,,logos\cdvi_ch.svg,cdvi_ch
cdlvideira.com.br,https://cdlvideira.com.br,domain_group_70,,,200.0,,False,True,group_62,,,,,webp,,,logos\cdlvideira_com_br.webp,cdlvideira_com_br
cdvi.de,https://cdvi.de,domain_group_70,,True,200.0,,True,True,group_701,,,https://www.cdvi.de/wp-content/uploads/sites/10/2021/10/logo.svg,https://www.cdvi.de/wp-content/uploads/sites/10/2021/10/logo.svg,svg,,,logos\cdvi_de.svg,cdvi_de
cdvi.se,https://cdvi.se,domain_group_70,,,200.0,,True,True,group_701,,,https://www.cdvi.se/wp-content/uploads/sites/13/2021/10/logo.svg,https://www.cdvi.se/wp-content/uploads/sites/13/2021/10/logo.svg,svg,,,logos\cdvi_se.svg,cdvi_se
cdvibenelux.com,https://cdvibenelux.com,domain_group_70,,,904.0,"HTTPSConnectionPool(host='www.cdvibenelux.com', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1000)')))",False,,,,,,,,,,,cdvibenelux_com
cdviplastics.com,https://cdviplastics.com,domain_group_70,,,200.0,,True,True,group_1220,,,https://www.cdviplastics.com/sites/cdviplastics.cdvibenelux.com/files/cdvilogo1.png,https://www.cdviplastics.com/sites/cdviplastics.cdvibenelux.com/files/cdvilogo1.png,png,,,logos\cdviplastics_com.png,cdviplastics_com
cdvi.ca,https://cdvi.ca,domain_group_70,,,904.0,"HTTPSConnectionPool(host='www.cdvi.ca', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1000)')))",False,,,,,,,,,,,cdvi_ca
cdvi.com,https://cdvi.com,domain_group_70,,,,,True,True,group_701,,,https://www.cdvi.com/wp-content/uploads/2023/08/logo.svg,https://www.cdvi.com/wp-content/uploads/2023/08/logo.svg,svg,,,logos\cdvi_com.svg,cdvi_com
cdvi.fr,https://cdvi.fr,domain_group_70,,True,200.0,,True,,,,"Other error: HTTPSConnectionPool(host='www.cdvi.fr', port=443): Max retries exceeded with url: /wp-content/uploads/sites/7/2021/10/logo.svg (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1000)')))",https://www.cdvi.fr/wp-content/uploads/sites/7/2021/10/logo.svg,https://www.cdvi.fr/wp-content/uploads/sites/7/2021/10/logo.svg,,,,,cdvi_fr
adecco.cl,https://adecco.cl,domain_group_71,,,904.0,"HTTPSConnectionPool(host='www.adecco.com', port=443): Max retries exceeded with url: /es-cl (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1000)')))",False,False,,,,,,svg,,,logos\adecco_cl.svg,adecco_cl
adecco.com.sg,https://adecco.com.sg,domain_group_71,,,200.0,,True,True,group_1228,,,https://cdn-01.cms-ap-v2i.applyflow.com/adecco-malaysia/wp-content/uploads/2022/11/header-logo.svg,https://cdn-01.cms-ap-v2i.applyflow.com/adecco-malaysia/wp-content/uploads/2022/11/header-logo.svg,svg,,,logos\adecco_com_sg.svg,adecco_com_sg
adecco.co.th,https://adecco.co.th,domain_group_71,,,200.0,,True,True,group_1228,,,https://adecco.co.th/assets/images/logos/adecco-logo.png,/assets/images/logos/adecco-logo.png,png,,,logos\adecco_co_th.png,adecco_co_th
adecco.rs,https://adecco.rs,domain_group_71,,,200.0,,True,True,group_1228,,,,/wp-content/themes/adecco/assets/images/logos/adecco-logo.png,png,,,logos\adecco_rs.png,adecco_rs
adeccome.com,https://adeccome.com,domain_group_71,,,904.0,"HTTPSConnectionPool(host='www.adecco.com', port=443): Max retries exceeded with url: /en-ae (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1000)')))",,False,,,,,,svg,,,logos\adeccome_com.svg,adeccome_com
adecco.ie,https://adecco.ie,domain_group_71,,,904.0,"HTTPSConnectionPool(host='www.adecco.com', port=443): Max retries exceeded with url: /en-ie (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1000)')))",,False,,,,,,svg,,,logos\adecco_ie.svg,adecco_ie
adeccojapanese.asia,https://adeccojapanese.asia,domain_group_71,,,200.0,,True,True,group_1228,,,https://adeccojapanese.asia/assets/images/logos/adecco-logo.png,/assets/images/logos/adecco-logo.png,png,,,logos\adeccojapanese_asia.png,adeccojapanese_asia
adeccogroupfoundationus.org,https://adeccogroupfoundationus.org,domain_group_71,,,200.0,,False,,,,,,,,,,,adeccogroupfoundationus_org
adecco.de,https://adecco.de,domain_group_71,,True,200.0,,True,True,group_1228,,,,Global/Renderings/-/media/adeccogroup/brands/adecco-global-2016/assets/media/shared/logo/adecco-logo-new.webp?rev=8b069017721844d6a8b0b405ddca7f1d,webp,,,logos\adecco_de.webp,adecco_de
adecco.com.vn,https://adecco.com.vn,domain_group_71,,,200.0,,False,True,group_1228,,,,,png,,,logos\adecco_com_vn.png,adecco_com_vn
nestle.com.vn,https://nestle.com.vn,domain_group_72,,True,200.0,,True,True,group_664,,,https://nestle.com.vn/themes/custom/da_vinci_code/logo.svg,/themes/custom/da_vinci_code/logo.svg,svg,,,logos\nestle_com_vn.svg,nestle_com_vn
nestle.ch,https://nestle.ch,domain_group_72,,True,200.0,,True,True,group_664,,,https://nestle.ch/themes/custom/da_vinci_code/logo.svg,/themes/custom/da_vinci_code/logo.svg,svg,,,logos\nestle_ch.svg,nestle_ch
nestle.mk,https://nestle.mk,domain_group_72,,True,200.0,,True,True,group_664,,,https://nestle.mk/themes/custom/da_vinci_code/logo.svg,/themes/custom/da_vinci_code/logo.svg,svg,,,logos\nestle_mk.svg,nestle_mk
nestle.bg,https://nestle.bg,domain_group_72,,True,200.0,,True,True,group_664,,,https://nestle.bg/themes/custom/da_vinci_code/logo.svg,/themes/custom/da_vinci_code/logo.svg,svg,,,logos\nestle_bg.svg,nestle_bg
nestle.com.tw,https://nestle.com.tw,domain_group_72,,True,200.0,,True,True,group_664,,,https://nestle.com.tw/themes/custom/da_vinci_code/logo.svg,,svg,,,logos\nestle_com_tw.svg,nestle_com_tw
nestle.pl,https://nestle.pl,domain_group_72,,True,200.0,,,True,group_664,,,https://nestle.pl/themes/custom/da_vinci_code/logo.svg,/themes/custom/da_vinci_code/logo.svg,svg,,,logos\nestle_pl.svg,nestle_pl
nestle.at,https://nestle.at,domain_group_72,,True,200.0,,True,True,group_664,,,https://nestle.at/themes/custom/da_vinci_code/logo.svg,/themes/custom/da_vinci_code/logo.svg,svg,,,logos\nestle_at.svg,nestle_at
nestle.ro,https://nestle.ro,domain_group_72,,True,200.0,,True,True,group_664,,,https://nestle.ro/themes/custom/da_vinci_code/logo.svg,/themes/custom/da_vinci_code/logo.svg,svg,,,logos\nestle_ro.svg,nestle_ro
nestle.se,https://nestle.se,domain_group_72,,True,200.0,,True,True,group_664,,"Other error: HTTPSConnectionPool(host='www.nestle.se', port=443): Read timed out. (read timeout=10)",https://nestle.se/themes/custom/da_vinci_code/logo.svg,/themes/custom/da_vinci_code/logo.svg,svg,,,logos\nestle_se.svg,nestle_se
nestle-mena.com,https://nestle-mena.com,domain_group_72,,True,200.0,,True,True,group_664,,,https://nestle-mena.com/themes/custom/da_vinci_code/logo.svg,/themes/custom/da_vinci_code/logo.svg,svg,,,logos\nestle-mena_com.svg,nestle-mena_com
nestle-caribbean.com,https://nestle-caribbean.com,domain_group_72,,True,200.0,,True,True,group_664,,,https://nestle-caribbean.com/themes/custom/da_vinci_code/logo.svg,/themes/custom/da_vinci_code/logo.svg,svg,,,logos\nestle-caribbean_com.svg,nestle-caribbean_com
nestle.si,https://nestle.si,domain_group_72,,True,200.0,,True,True,group_664,,,https://nestle.si/themes/custom/da_vinci_code/logo.svg,/themes/custom/da_vinci_code/logo.svg,svg,,,logos\nestle_si.svg,nestle_si
nestle.com.ve,https://nestle.com.ve,domain_group_72,,True,200.0,,True,True,group_955,,,https://nestle.com.ve/sites/g/files/pydnoa526/files/nestle-logo-es.png,/sites/g/files/pydnoa526/files/nestle-logo-es.png,png,,,logos\nestle_com_ve.png,nestle_com_ve
nestle.no,https://nestle.no,domain_group_72,,True,200.0,,True,True,group_664,,,https://nestle.no/themes/custom/da_vinci_code/logo.svg,/themes/custom/da_vinci_code/logo.svg,svg,,,logos\nestle_no.svg,nestle_no
nestle.hr,https://nestle.hr,domain_group_72,,True,200.0,,True,True,group_664,,,https://nestle.hr/themes/custom/da_vinci_code/logo.svg,/themes/custom/da_vinci_code/logo.svg,svg,,,logos\nestle_hr.svg,nestle_hr
nestle.fi,https://nestle.fi,domain_group_72,,True,200.0,,True,True,group_664,,,https://nestle.fi/themes/custom/da_vinci_code/logo.svg,/themes/custom/da_vinci_code/logo.svg,svg,,,logos\nestle_fi.svg,nestle_fi
nestle.do,https://nestle.do,domain_group_72,,True,200.0,,True,True,group_955,,"Other error: HTTPSConnectionPool(host='www.nestle.do', port=443): Read timed out.",https://nestle.do/sites/g/files/pydnoa256/files/nestle-logo-es%20%282%29.png,/sites/g/files/pydnoa256/files/nestle-logo-es%20%282%29.png,png,,,logos\nestle_do.png,nestle_do
nestle.ir,https://nestle.ir,domain_group_72,,True,200.0,,True,True,group_664,,,https://nestle.ir/themes/custom/da_vinci_code/logo.svg,/themes/custom/da_vinci_code/logo.svg,svg,,,logos\nestle_ir.svg,nestle_ir
nestle.co.nz,https://nestle.co.nz,domain_group_72,,True,904.0,"HTTPSConnectionPool(host='www.nestle.co.nz', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1000)')))",True,,,,"Other error: HTTPSConnectionPool(host='www.nestle.co.nz', port=443): Max retries exceeded with url: /themes/custom/da_vinci_code/logo.svg (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1000)')))",https://nestle.co.nz/themes/custom/da_vinci_code/logo.svg,/themes/custom/da_vinci_code/logo.svg,,,,,nestle_co_nz
newson-gale.co.uk,https://newson-gale.co.uk,domain_group_72,,,200.0,,True,True,group_1002,,,https://www.newson-gale.co.uk/wp-content/uploads/2023/06/logo.svg,https://www.newson-gale.co.uk/wp-content/uploads/2023/06/logo.svg,svg,,,logos\newson-gale_co_uk.svg,newson-gale_co_uk
nestle.ba,https://nestle.ba,domain_group_72,,,903.0,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",,True,group_664,,,,,svg,,,logos\nestle_ba.svg,nestle_ba
nestle.com.sg,https://nestle.com.sg,domain_group_72,,,903.0,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",,True,group_664,,,,,svg,,,logos\nestle_com_sg.svg,nestle_com_sg
nestle.ua,https://nestle.ua,domain_group_72,,True,200.0,,True,True,group_664,,,https://nestle.ua/themes/custom/da_vinci_code/logo.svg,/themes/custom/da_vinci_code/logo.svg,svg,,,logos\nestle_ua.svg,nestle_ua
nestle.dk,https://nestle.dk,domain_group_72,,True,200.0,,True,True,group_664,,,https://nestle.dk/themes/custom/da_vinci_code/logo.svg,/themes/custom/da_vinci_code/logo.svg,svg,,,logos\nestle_dk.svg,nestle_dk
nestle.com.pe,https://nestle.com.pe,domain_group_72,,True,200.0,,True,True,group_664,,,https://nestle.com.pe/themes/custom/da_vinci_code/logo.svg,/themes/custom/da_vinci_code/logo.svg,svg,,,logos\nestle_com_pe.svg,nestle_com_pe
nestle-esar.com,https://nestle-esar.com,domain_group_72,,True,200.0,,,True,group_664,,,,/themes/custom/da_vinci_code/logo.svg,svg,,,logos\nestle-esar_com.svg,nestle-esar_com
nestle.com.bo,https://nestle.com.bo,domain_group_72,,True,200.0,,True,True,group_664,,,https://nestle.com.bo/themes/custom/da_vinci_code/logo.svg,/themes/custom/da_vinci_code/logo.svg,svg,,,logos\nestle_com_bo.svg,nestle_com_bo
nestle.co.kr,https://nestle.co.kr,domain_group_72,,True,200.0,,True,True,group_664,,,https://nestle.co.kr/themes/custom/da_vinci_code/logo.svg,/themes/custom/da_vinci_code/logo.svg,svg,,,logos\nestle_co_kr.svg,nestle_co_kr
nestle.com.uy,https://nestle.com.uy,domain_group_72,,,903.0,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",,True,group_664,,,,,svg,,,logos\nestle_com_uy.svg,nestle_com_uy
nestle.com.ar,https://nestle.com.ar,domain_group_72,,,903.0,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",,,,,,,,,,,,nestle_com_ar
nestle.lt,https://nestle.lt,domain_group_72,,True,200.0,,True,True,group_664,,,https://nestle.lt/themes/custom/da_vinci_code/logo.svg,/themes/custom/da_vinci_code/logo.svg,svg,,,logos\nestle_lt.svg,nestle_lt
nestle.com.bd,https://nestle.com.bd,domain_group_72,,True,200.0,,True,True,group_664,,,https://nestle.com.bd/themes/custom/da_vinci_code/logo.svg,/themes/custom/da_vinci_code/logo.svg,svg,,,logos\nestle_com_bd.svg,nestle_com_bd
nestle.com.py,https://nestle.com.py,domain_group_72,,True,200.0,,True,True,group_664,,,https://nestle.com.py/themes/custom/da_vinci_code/logo.svg,/themes/custom/da_vinci_code/logo.svg,svg,,,logos\nestle_com_py.svg,nestle_com_py
daikin.ge,https://daikin.ge,domain_group_73,,True,200.0,,True,True,group_1072,,,https://daikin.ge/etc.clientlibs/daikin/clientlibs/clientlib-internet-site/resources/images/logo/daikin-logo.svg,/etc.clientlibs/daikin/clientlibs/clientlib-internet-site/resources/images/logo/daikin-logo.svg,svg,,,logos\daikin_ge.svg,daikin_ge
daikinkuwait.com,https://daikinkuwait.com,domain_group_73,,,200.0,,True,True,group_1072,,,https://daikinkuwait.com/etc.clientlibs/daikin/clientlibs/clientlib-internet-site/resources/images/logo/daikin-logo.svg,/etc.clientlibs/daikin/clientlibs/clientlib-internet-site/resources/images/logo/daikin-logo.svg,svg,,,logos\daikinkuwait_com.svg,daikinkuwait_com
daikin.com.sg,https://daikin.com.sg,domain_group_73,,True,200.0,,True,True,group_407,,,https://daikin.com.sg/resources/ck/images/logo.png,/resources/ck/images/logo.png,png,,,logos\daikin_com_sg.png,daikin_com_sg
daikin-ksa.com,https://daikin-ksa.com,domain_group_73,,,200.0,,True,True,group_1072,,,https://daikin-ksa.com/etc.clientlibs/daikin/clientlibs/clientlib-internet-site/resources/images/logo/daikin-logo.svg,/etc.clientlibs/daikin/clientlibs/clientlib-internet-site/resources/images/logo/daikin-logo.svg,svg,,,logos\daikin-ksa_com.svg,daikin-ksa_com
daikincareers.com,https://daikincareers.com,domain_group_73,,,200.0,,True,True,group_407,,,https://image.talentnetwork.vn/daikin//rws//logo_1444199294_1444727798.png,https://image.talentnetwork.vn/daikin//rws//logo_1444199294_1444727798.png,png,,,logos\daikincareers_com.png,daikincareers_com
daikintexastechnologypark.com,https://daikintexastechnologypark.com,domain_group_73,,,200.0,,True,True,group_1018,,,https://daikintexastechnologypark.com/files/2019-09/logo.png,https://daikintexastechnologypark.com/files/2019-09/logo.png,png,,,logos\daikintexastechnologypark_com.png,daikintexastechnologypark_com
daikin-china.com.cn,https://daikin-china.com.cn,domain_group_73,,True,200.0,,True,True,group_407,,,https://resources.daikin-china.com.cn/website/head-foot/header/logo.png,https://resources.daikin-china.com.cn/website/head-foot/header/logo.png,png,,,logos\daikin-china_com_cn.png,daikin-china_com_cn
daikin.com.vn,https://daikin.com.vn,domain_group_73,,,200.0,,False,,,,,,,,,,,daikin_com_vn
